STORE_NO,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
2187,78411,3600,CORPUS CHRISTI,TX,South,West South Central,6,3,7,10,3,3,43000,10.75,124,282,226,93,230,149,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,652.5,811.45,9514,333,0.054190399,Suburban,158137,61009,44847,54157,49774,7832,19034,80.53,61009,61.67,0.811214327,0.042412592,0.006633489,0.017522781,0.029339934,0.017751479,0.147163535
2192,75224,4800,DALLAS,TX,South,West South Central,2,0,3,4,1,4,60000,12.04,469,719,544,423,699,470,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,913.54,660.58,11658,394,0.057068366,Urban,255811,81424,77573,81537,66812,11000,20773,76.83,81424,77.99,0.330560453,0.420787222,0.006508712,0.008721283,0.055732953,0.057697976,0.058105398
2195,75220,3500,DALLAS,TX,South,West South Central,3,0,1,5,1,3,44000,11.59666667,1044,648,1447,804,593,1285,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,360.67,765.65,10004,416,0.046145313,Suburban,157743,58834,45704,59635,50227,5655,11759,62.36,58834,66.57,0.659306594,0.063039247,0.006789525,0.053060992,0.034911786,0.030713533,0.229030765
2197,75231,5870,DALLAS,TX,South,West South Central,3,2,5,5,5,3,50000,11.64,432,274,235,493,355,266,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,998.6,1218.62,11886,292,0.029741292,Urban,191842,85578,55534,70777,61544,9065,17074,37.15,85578,56.69,0.677786929,0.15036332,0.005775586,0.043311684,0.017037089,0.010002571,0.221088187
2198,75224,4395,DALLAS,TX,South,West South Central,1,6,7,7,1,4,43000,10.5,392,658,464,351,488,494,No,Greater than 10,No,0,0,0,0,0,0,0,0,386.53,1129.02,9981,357,0.054033601,Urban,222530,72479,74028,68208,53004,9913,20360,57.88,72479,76.3,0.381058734,0.377863659,0.006776614,0.007787714,0.050152458,0.055298776,0.081009302
2210,76119,3226,FORT WORTH,TX,South,West South Central,2,3,9,6,1,5,44000,11.098,361,403,243,283,400,236,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,808.8,1443.5,9899,425,0.083024028,Suburban,194068,61885,50938,66946,55658,7850,18903,71.14,61885,65.51,0.475132428,0.294010347,0.00711091,0.02289919,0.054585118,0.05130484,0.090885669
2223,76117,7000,HALTOM CITY,TX,South,West South Central,1,1,9,1,2,3,43000,12.07666667,110,179,142,109,215,137,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,358.08,520.85,7745,239,0.032861268,Suburban,177169,64035,40649,69984,61721,6726,19329,60.88,64035,53.6,0.707832634,0.067139285,0.008206853,0.053897691,0.036870462,0.029374561,0.130570247
2224,78550,4500,HARLINGEN,TX,South,West South Central,3,1,3,6,1,4,50000,11.81,103,344,80,138,245,79,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,873.78,1158.49,13799,439,0.119912592,Emerging suburban,113193,36463,25181,46537,40858,4960,7495,135,36463,65.92,0.874939263,0.007951022,0.004929634,0.009285027,0.052875518,0.049913611,0.147102736
2225,77011,3050,HOUSTON,TX,South,West South Central,2,3,4,15,1,4,49000,10.9025,569,711,719,604,756,697,No,Greater than 10,Yes,0,0,0,1,0,0,0,0,1033.08,1288.26,12435,489,0.067373932,Urban,222463,67761,77047,69988,52582,10888,16714,51.62,67761,76.72,0.493560727,0.230316952,0.007309081,0.024413049,0.054160948,0.053600154,0.069899264
2226,77009,4200,HOUSTON,TX,South,West South Central,0,0,3,4,2,4,42000,11.0725,692,687,678,656,712,699,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,636.86,685.57,10754,524,0.149330294,Urban,197176,73708,70628,63240,49036,8349,18113,44.67,73708,68.16,0.53393415,0.239435834,0.006415588,0.021772427,0.034311065,0.03341564,0.125679596
2227,77028,4130,HOUSTON,TX,South,West South Central,2,3,5,10,3,4,40000,12.3875,340,567,394,407,640,482,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1214.65,705.67,9599,337,0.051862111,Suburban,91092,28100,26050,28674,23003,5619,8003,51.64,28100,74.96,0.282560488,0.51025337,0.007267378,0.004270408,0.059430605,0.060747331,0.156654811
2231,77029,3670,HOUSTON,TX,South,West South Central,2,1,0,6,4,3,39000,11.58,313,427,436,364,516,638,Yes,Greater than 10,Yes,0,0,1,0,0,0,1,0,725.37,826.71,6814,297,0.062950403,Suburban,189867,54342,57409,64095,49286,8681,13644,62.98,54342,76.28,0.508598124,0.207476813,0.009701528,0.011987339,0.066357514,0.064498914,0.070501983
2236,77096,4000,HOUSTON,TX,South,West South Central,3,4,4,7,4,3,40000,10.70333333,488,366,312,561,466,460,Yes,Greater than 10,Yes,1,0,0,1,0,1,0,0,183.78,293.1,9784,240,0.041450777,Urban,147616,53146,42418,51370,44632,7067,12343,27.17,53146,70.71,0.438407761,0.315934587,0.005907219,0.061375461,0.038309562,0.031140632,0.168782517
2237,77037,3525,HOUSTON,TX,South,West South Central,1,0,2,4,1,4,48000,11.21,606,515,1485,493,558,823,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,2568.78,1758.06,12680,480,0.079051383,Urban,243125,74337,71132,79102,61687,5997,19189,60.9,74337,77.95,0.410722879,0.287864267,0.008863753,0.023646273,0.064584258,0.063171772,0.057772751
2238,77035,4740,HOUSTON,TX,South,West South Central,5,6,11,7,2,4,51000,10.8175,364,388,367,402,334,318,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,351.28,788.8,14409,384,0.06522847,Urban,193244,71272,57369,70070,61117,8262,14452,46.28,71272,71.29,0.462694831,0.304221606,0.005236903,0.078222351,0.035020766,0.030432709,0.157997144
2240,77034,3500,HOUSTON,TX,South,West South Central,4,5,6,11,1,4,45000,11.365,430,581,952,421,619,1209,No,Greater than 10,Yes,0,0,0,0,1,0,0,0,1376.46,325.3,10436,357,0.069320388,Urban,157680,48823,42809,57575,45939,5047,9800,33.98,48823,76.15,0.556887367,0.115468037,0.007280568,0.048712582,0.060176556,0.051225857,0.102219685
2259,78043,3300,LAREDO,TX,South,West South Central,3,1,2,14,2,5,51000,11.658,255,249,256,207,160,174,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,1,0,0,394.5,613.28,17006,621,0.15303105,Suburban,170857,44746,45149,59253,49688,6657,9531,71.52,44746,79.08,0.872858589,0.004102846,0.004143816,0.003827762,0.090712019,0.09220936,0.07002347
2261,77573,4544,LEAGUE CITY,TX,South,West South Central,3,1,4,6,1,4,46000,10.9875,106,472,231,87,422,152,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,519.05,326.09,11764,379,0.082769164,Suburban,165163,63303,37751,70551,65049,5156,15433,87.44,63303,57.81,0.734928525,0.095487488,0.004989011,0.061230421,0.02443802,0.013854004,0.1962425
2263,79413,3789,LUBBOCK,TX,South,West South Central,NA,NA,NA,NA,NA,NA,NA,NA,156,466,189,191,490,297,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,564.59,2561.08,10685,323,0.070957821,Suburban,147825,56909,49420,50352,45374,7298,12037,54.37,56909,47.97,0.761630306,0.081914426,0.007968882,0.020287502,0.023862658,0.015656575,0.14630137
2268,79703,4000,MIDLAND,TX,South,West South Central,9,6,10,20,3,4,51000,11.6375,140,265,145,93,142,97,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,669.11,865.56,9795,305,0.051800272,Suburban,98893,37110,24196,38233,34329,3561,9817,62.24,37110,55.6,0.753086669,0.06883197,0.007624402,0.012963506,0.030072757,0.019805982,0.30458172
2270,75961,6000,NACOGDOCHES,TX,South,West South Central,4,6,10,8,4,2,41000,9.75,147,330,110,170,388,103,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1705.77,763.24,9353,278,0.070755918,Emerging suburban,39543,14306,16351,12081,10712,1460,2256,107.41,14306,51.48,0.591912602,0.254027262,0.005335963,0.017070025,0.023696351,0.019362505,0.464077081
2276,75081,4386,RICHARDSON,TX,South,West South Central,1,2,6,6,3,4,44000,11.425,220,367,287,174,217,208,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,721.07,463.28,8137,253,0.033063251,Urban,174446,63581,44847,70971,60673,6882,14449,36.21,63581,64.15,0.560855508,0.148561733,0.006838793,0.130882909,0.035026187,0.028294616,0.154156587
2278,78250,5400,SAN ANTONIO,TX,South,West South Central,11,2,9,14,5,5,55000,11.11,147,461,270,151,404,313,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,556.06,737.38,15863,671,0.120835584,Urban,157981,53732,36654,65845,59190,4181,13507,42.56,53732,72.39,0.724498516,0.079895684,0.007488242,0.029465569,0.038133701,0.021923621,0.149435692
2281,78228,3852,SAN ANTONIO,TX,South,West South Central,1,8,6,10,2,4,45000,10.98,356,553,327,338,469,292,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,808.39,1379.14,9806,636,0.147018031,Urban,252871,86141,72036,85138,63594,14378,25636,46.66,86141,66.57,0.73575064,0.03735106,0.012816812,0.00811481,0.043045704,0.04216343,0.059563967
2288,78220,4555,SAN ANTONIO,TX,South,West South Central,9,5,6,17,1,4,46503.6,11.1375,309,573,305,302,617,305,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,485.89,780.75,10125,511,0.183614804,Suburban,166380,54945,43406,57439,47867,9115,16163,81.32,54945,67.88,0.610289698,0.174492127,0.010379853,0.007567015,0.046901447,0.040567841,0.089301599
2295,75503,4247,TEXARKANA,TX,South,West South Central,0,3,2,9,2,3,55000,12.93333333,172,365,112,209,458,136,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1392.33,530.86,14329,412,0.033798195,Emerging suburban,66795,26670,17429,22206,19411,4465,8696,111.61,26670,50.94,0.570461861,0.362991242,0.005689049,0.009910922,0.019685039,0.012898388,0.345669586
2296,77590,4540,TEXAS CITY,TX,South,West South Central,4,1,6,9,1,4,42000,12.7525,249,566,173,253,535,180,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,634.93,526.59,8590,382,0.117213869,Emerging suburban,60342,22653,14616,22052,19350,4067,6799,59.43,22653,60.94,0.560853137,0.30332107,0.00729177,0.010191906,0.028075752,0.021454112,0.373239203
2297,77591,4200,TEXAS CITY,TX,South,West South Central,1,1,2,3,1,3,42000,11.06333333,190,393,134,196,374,131,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,395.95,1080.18,7497,285,0.048818088,Emerging suburban,74144,27761,17727,27667,24410,4762,8069,91.46,27761,59.95,0.570147281,0.294103366,0.006730147,0.009616422,0.028349123,0.022081337,0.305486621
2310,84116,5700,SALT LAKE CITY,UT,West,Mountain,1,0,3,6,1,4,44000,12.605,320,171,415,263,180,344,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,780.44,660.48,14336,610,0.088585536,Suburban,161049,56663,44158,56870,49414,5557,14815,80.18,56663,83.9,0.676539438,0.033306633,0.015212761,0.038578321,0.045497062,0.048179588,0.127234568
2312,84107,4864,MURRAY,UT,West,Mountain,3,1,3,8,1,4,45000,12.805,245,255,403,267,215,470,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1496.41,1392.56,17632,594,0.040934464,Urban,231969,89512,60591,86369,75913,10491,26457,51.62,89512,72.98,0.786743056,0.026572516,0.013618199,0.038677582,0.031392439,0.025013406,0.10280253
2317,84120,5267,SALT LAKE CITY,UT,West,Mountain,0,2,4,7,2,4,49000,14.1025,127,203,248,109,169,202,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,1201.14,1099.48,14680,563,0.064921587,Urban,205883,60124,45402,80990,72590,6424,16969,120.09,60124,87.66,0.650417956,0.023391927,0.013590243,0.042242439,0.069223605,0.077040782,0.08672887
2322,23831,5443,CHESTER,VA,South,South Atlantic,2,1,4,5,1,4,46000,11.1025,41,61,61,42,79,84,No,Greater than 10,Yes,0,0,0,1,0,0,0,0,424.88,695.83,9388,397,0.079146731,Emerging suburban,57408,21373,13456,24423,22344,2290,5241,56.37,21373,55.34,0.67208403,0.221119008,0.004772854,0.033915134,0.02531231,0.012773125,0.523028149
2324,22401,3500,FREDERICKSBURG,VA,South,South Atlantic,1,0,3,6,3,4,45000,11.9675,234,241,254,178,142,162,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,345.98,669.35,9934,371,0.106364679,Suburban,107224,38734,27589,43889,37726,4528,8604,74.86,38734,56.47,0.703126166,0.181601134,0.003749161,0.027941506,0.030025301,0.02225435,0.31658957
2326,24501,8663,LYNCHBURG,VA,South,South Atlantic,2,1,3,8,2,5,51000,11.758,259,489,141,313,583,177,Yes,Greater than 10,No,0,0,0,0,1,0,0,0,903.67,757.55,16351,657,0.0819202,Emerging suburban,87708,33386,31954,27889,24308,6055,7395,78.93,33386,49.36,0.660213436,0.276679436,0.003523054,0.024581566,0.018870185,0.009375187,0.2818329
2328,23605,3370,NEWPORT NEWS,VA,South,South Atlantic,4,4,5,10,2,4,45000,10.8375,263,347,244,341,352,378,Yes,Greater than 10,Yes,0,0,0,0,1,1,0,0,1181.3,159.92,9957,347,0.170348552,Suburban,124397,51210,39004,43192,37851,7025,11757,39.19,51210,67.8,0.383666809,0.538284685,0.004332902,0.018746433,0.019332162,0.010564343,0.186137929
2331,23502,6000,NORFOLK,VA,South,South Atlantic,NA,NA,NA,NA,NA,NA,NA,NA,150,194,303,153,244,401,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,271.21,136.69,5374,217,0.088032454,Urban,207213,78679,65790,68491,55965,10477,20518,50.75,78679,63.72,0.444455705,0.451134823,0.004295097,0.042970277,0.02473341,0.017526913,0.114167547
2332,23418,4000,ONLEY,VA,South,South Atlantic,3,2,3,4,2,3,44987.8,11.32,34,26,18,27,24,18,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,260.26,672.01,8158,273,0.069660628,Rural,22050,8945,4845,9320,7513,1603,2272,299.35,8945,49.2,0.603401361,0.318095238,0.004535147,0.006031746,0.021911683,0.016769145,1.014875283
2335,23224,7163,RICHMOND,VA,South,South Atlantic,2,0,3,5,1,5,51000,11.514,667,997,905,670,1010,932,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,370.11,525.1,14424,671,0.154750923,Suburban,143796,58625,60446,36687,28896,5891,15602,51.25,58625,66.27,0.353146124,0.509589975,0.005014048,0.032073215,0.021151386,0.015471215,0.157653899
2336,23231,3780,RICHMOND,VA,South,South Atlantic,1,0,5,6,1,4,40000,11.3,306,362,430,291,409,372,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1453.58,486.26,9995,276,0.075286416,Suburban,117369,46272,44491,32848,26193,5491,12110,78.74,46272,70.7,0.270616602,0.671582786,0.003970384,0.01922995,0.022583852,0.014933437,0.17805383
2342,23320,4076,CHESAPEAKE,VA,South,South Atlantic,1,3,3,4,0,3,44000,11.75,153,191,227,163,203,255,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,976.64,850.64,8031,322,0.040764654,Urban,148955,56217,41703,55700,48440,7486,13380,44.74,56217,64.09,0.479440099,0.423664865,0.004518143,0.038615689,0.02529484,0.01652525,0.163975697
2343,23454,4000,VIRGINIA BEACH,VA,South,South Atlantic,2,2,4,7,1,4,42000,12.8075,104,135,209,118,128,248,No,Greater than 10,No,0,0,0,0,1,0,0,0,221.54,464.16,8913,392,0.061771195,Suburban,121465,50101,30141,52655,46510,5464,11103,33.02,50101,48.35,0.733602272,0.163783806,0.00463508,0.033935702,0.016207261,0.008862099,0.262338945
2344,23452,3600,VIRGINIA BEACH,VA,South,South Atlantic,4,2,5,6,1,3,42000,11.46333333,51,72,156,52,67,150,No,Between 1 and 10,No,0,0,0,0,0,0,0,0,469.5,578.56,6459,378,0.063401543,Urban,117861,43453,26994,51484,44680,3718,11090,23.83,43453,59.21,0.592316373,0.249437897,0.004335616,0.076412045,0.025613882,0.015787172,0.218231646
2348,5641,4425,BARRE,VT,Northeast,New England,1,3,3,9,2,3,46000,12.47,97,127,120,123,171,120,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,1095.18,1371.58,7322,268,0.082665022,Emerging suburban,23565,10245,5137,9951,9114,1539,2798,90.46,10245,55.42,0.962062381,0.008232548,0.002206662,0.007638447,0.012884334,0.005758907,1.143263314
2349,5201,4500,BENNINGTON,VT,Northeast,New England,1,2,3,6,1,3,46000,13.26666667,68,79,62,101,109,100,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1563.48,1274.25,12103,471,0.092028136,Emerging suburban,17175,7004,4555,7060,6602,1039,1660,76.55,7004,50.88,0.959417758,0.011004367,0.003027657,0.007802038,0.013278127,0.008709309,1.387714702
2355,98226,4003,BELLINGHAM,WA,West,Pacific,6,7,7,18,1,3,44000,11.38333333,79,241,238,102,296,331,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,1739.56,2403.9,11483,331,0.044068699,Emerging suburban,106882,44433,36938,41023,37572,4070,9219,92.15,44433,62.24,0.849768904,0.012322,0.015568571,0.047201587,0.015551505,0.009092341,0.243520892
2356,98310,5000,BREMERTON,WA,West,Pacific,5,2,5,8,3,5,48000,13.206,194,196,357,170,191,296,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,1361.2,1381.47,14139,367,0.036510147,Suburban,61193,23562,13865,26181,23046,2922,7672,18.33,23562,72.08,0.739447322,0.053077966,0.016472472,0.075874692,0.021390374,0.015406163,0.429951138
2357,98531,5000,CENTRALIA,WA,West,Pacific,4,7,12,8,1,5,51000,11.936,68,165,69,72,144,67,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,1,1406.46,1062.26,14427,578,0.077552663,Emerging suburban,38073,14751,8215,15688,14121,2175,4143,102.57,14751,55.7,0.862763638,0.008825152,0.013815565,0.01147795,0.025489797,0.019998644,0.567199853
2359,98204,3710,EVERETT,WA,West,Pacific,4,5,6,10,5,4,43000,11.7625,187,223,349,272,212,467,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,2128.02,1610.27,13841,313,0.030776795,Suburban,104014,40844,28586,38514,31911,3949,12857,33.2,40844,73.46,0.755359855,0.038187167,0.014401907,0.074470744,0.024556851,0.021986093,0.257609553
2366,98106,4579,SEATTLE,WA,West,Pacific,4,4,8,9,3,5,48000,12.202,162,398,472,175,384,500,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,697.23,1140.04,14586,413,0.080069795,Suburban,102298,39664,31004,38271,33331,3607,9792,21.63,39664,96.09,0.570451035,0.091839528,0.014663043,0.16356136,0.027052239,0.026976604,0.293671431
2372,98944,5200,SUNNYSIDE,WA,West,Pacific,0,1,2,4,2,4,45000,11.795,412,631,496,290,393,414,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,809.33,935.38,12370,460,0.099416469,Emerging suburban,27457,7433,8027,8405,7042,1112,1362,131.49,7433,113.3,0.500273154,0.004006264,0.009651455,0.005426667,0.080452038,0.084757164,0.471537313
2374,98499,4275,LAKEWOOD,WA,West,Pacific,2,0,3,7,1,5,53000,13.94,314,468,664,223,344,439,No,Greater than 10,Yes,0,0,0,0,0,0,0,1,971.28,850.67,14681,412,0.060713233,Suburban,162907,63005,43458,59265,52239,6274,19523,62.1,63005,89.42,0.584603485,0.122302909,0.014014131,0.097577145,0.025490041,0.017728752,0.152976852
2377,99362,4000,WALLA WALLA,WA,West,Pacific,1,1,4,5,3,3,41000,12.13666667,74,197,109,79,179,113,No,Greater than 10,Yes,0,0,0,0,0,0,1,0,424.45,1052.59,10321,346,0.051047507,Emerging suburban,40740,15185,11009,14972,12967,3108,4413,57.85,15185,61.28,0.835444281,0.022533137,0.011512028,0.014187531,0.026341785,0.017451432,0.576411389
2378,98801,6200,WENATCHEE,WA,West,Pacific,2,0,2,4,1,4,46000,12.7275,133,535,364,178,409,433,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,770.53,981.62,13326,494,0.099236641,Emerging suburban,62006,23237,13579,24481,23245,3489,7052,102.33,23237,67.6,0.780488985,0.003564171,0.010918298,0.009870013,0.032103972,0.024228601,0.404106054
2405,25404,5000,MARTINSBURG,WV,South,South Atlantic,2,0,2,10,2,4,52000,11.4775,144,251,146,178,263,171,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,1,476.87,710.82,13029,638,0.329205366,Emerging suburban,45934,18255,10897,18522,16643,2286,4539,61.22,18255,39.45,0.828362433,0.108351113,0.002743066,0.010166761,0.022404821,0.013201863,0.507967954
2408,80214,5107,EDGEWATER,CO,West,Mountain,3,3,7,8,1,4,48000,11.6375,299,255,365,319,255,279,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1902.94,1182.78,14294,516,0.072056975,Urban,282714,117157,87943,94712,80485,13314,32011,58.84,117157,86.65,0.72793353,0.027572034,0.020886833,0.025032365,0.025785911,0.023566667,0.086624645
2413,63501,4560,KIRKSVILLE,MO,Midwest,West North Central,0,2,4,9,1,4,50000,11.2425,28,82,24,41,116,31,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,646.31,641.32,13971,601,0.133318545,Emerging suburban,19231,7396,8046,6354,5967,876,1125,111.39,7396,36.84,0.928864854,0.01996776,0.002443971,0.021319744,0.017036236,0.008788534,0.936976756
2414,64133,5700,KANSAS CITY,MO,Midwest,West North Central,3,4,2,15,1,4,43000,10.375,137,212,106,166,320,141,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,799.94,712.76,10577,388,0.122358877,Suburban,119538,49070,33001,41859,36411,7103,13499,75.99,49070,70.26,0.511276749,0.408890897,0.004383543,0.0109003,0.023945384,0.0145914,0.187346283
2416,18017,4294,BETHLEHEM,PA,Northeast,Middle Atlantic,4,2,2,8,1,4,47000,11.805,289,101,160,322,138,206,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,0,922.77,898.47,10482,353,0.068437379,Suburban,100745,38706,31328,38651,34780,6237,7773,37.06,38706,81.09,0.792843317,0.064628518,0.002948037,0.032071071,0.020797809,0.011419418,0.279775671
2424,46342,5000,HOBART,IN,Midwest,East North Central,4,2,9,9,3,4,41000,11.0725,124,258,103,137,298,116,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,668.35,499.47,10006,364,0.061362104,Suburban,115577,43622,31199,41751,36322,6199,11756,80.67,43622,66.79,0.635809893,0.281128598,0.003893508,0.0061777,0.02954931,0.022305259,0.186412522
2428,92545,4000,HEMET,CA,West,Pacific,4,2,9,7,2,5,0,13.766,198,642,373,167,464,282,Yes,Between 1 and 10,Yes,0,1,0,1,0,0,0,0,2148.55,1506.15,12789,499,0.061445635,Suburban,155512,51705,32348,61186,55155,10924,15499,122.27,51705,80.49,0.648290807,0.05773831,0.015606513,0.027888523,0.052045257,0.049105502,0.115450898
2429,89119,3600,LAS VEGAS,NV,West,Mountain,3,1,6,7,1,4,46000,11.89,157,149,162,191,212,203,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,597.36,757.39,13321,418,0.058039434,Urban,173157,67452,47822,67367,59607,7524,21110,46.44,67452,89.46,0.682057324,0.072951137,0.006485444,0.086713214,0.026715294,0.017330843,0.175632519
2431,11224,4012,CONEY ISLAND,NY,Northeast,Middle Atlantic,4,1,1,10,4,3,45000,12.17666667,428,40,79,686,53,223,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,950.61,746.01,8683,289,0.120016611,Superurban,121376,49543,32693,50871,46558,11909,7708,3.62,49543,83.56,0.630824875,0.125313077,0.0050669,0.147244925,0.022707547,0.022909392,0.176196283
2433,21113,4072,ODENTON,MD,South,South Atlantic,6,7,12,13,1,4,45000,11.5275,70,72,204,75,86,234,Yes,Between 1 and 10,Yes,0,0,0,0,0,0,0,1,660.01,511.71,7705,279,0.110758237,Suburban,89765,32056,20741,39519,36002,3455,5746,68.34,32056,66.2,0.579769398,0.283328692,0.003832229,0.063643959,0.028543798,0.018093337,0.422726007
2438,60456,4385,HOMETOWN,IL,Midwest,East North Central,0,1,3,3,1,4,47000,13.8475,183,192,220,216,211,284,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,605.81,494.08,6568,363,0.077398721,Superurban,96446,33883,28231,35961,33253,5572,7189,13.99,33883,77.83,0.58723016,0.2601041,0.003825975,0.013676047,0.039754449,0.035652097,0.269186903
2439,60827,4000,CALUMET PARK,IL,Midwest,East North Central,3,2,3,7,1,3,45000,12.55666667,591,450,722,543,489,716,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,591.93,910.57,8035,334,0.070006288,Urban,204555,69863,71618,55783,46527,12272,20684,44.04,69863,109.77,0.195262888,0.715783041,0.00306519,0.004531789,0.045059617,0.044630205,0.099391362
2442,10601,4000,WHITE PLAINS,NY,Northeast,Middle Atlantic,4,2,5,16,3,4,44000,12.4875,398,79,416,320,53,314,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,144.32,401.34,9439,273,0.11102074,Suburban,227888,82828,55980,103954,97587,12022,13686,73.56,82828,105.97,0.713776065,0.096499158,0.003975637,0.077577582,0.0258246,0.019751775,0.241329074
2444,98233,3520,"BURLINGTON,",WA,West,Pacific,4,6,6,10,2,4,44000,11.5925,67,151,191,59,103,121,Yes,Greater than 10,No,0,0,0,1,0,0,0,0,1635.45,1368.24,11237,411,0.053390491,Emerging suburban,56747,20604,12695,23547,21525,2848,4972,145.56,20604,72.43,0.760850794,0.00865244,0.01594798,0.023719316,0.032032615,0.031838478,0.454614341
2447,23320,3969,CHESAPEAKE,VA,South,South Atlantic,1,2,4,6,2,3,40000,11.71333333,143,206,227,173,272,317,No,Greater than 10,Yes,0,0,0,0,0,0,0,1,932.08,469.29,6154,291,0.073115578,Suburban,133926,50996,36706,50422,43515,6379,12300,43.2,50996,63.99,0.478152114,0.433732061,0.004293416,0.032667294,0.024962742,0.016060083,0.18697639
2448,2189,4300,WEYMOUTH,MA,Northeast,New England,4,2,3,12,1,3,50000,12.55666667,78,82,134,82,84,118,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1225.68,1704.11,14955,436,0.094823837,Suburban,119731,49129,31569,50581,47814,7623,8611,46.13,49129,76.09,0.861013439,0.032347512,0.001946029,0.068152776,0.020069613,0.008548922,0.321086435
