STORE_NO,REVENUE_2013,ZIP,SQUARE_FEET,U_CITY,U_STATE,CENSUS_REGION,CENSUS_DIVISION,TOT_ATTRITION_2012,TOT_ATTRITION_2013,NUM_ASSISTANT_MANAGERS,NUM_CUST_ACC_REPS,NUM_STORE_MANAGERS,NUM_EMP_PAY_TYPE_H,AVG_PAY_RATE_PAY_TYPE_S,AVG_PAY_RATE_PAY_TYPE_H,NAT_CURR_ROBBERY,NAT_CURR_BURGLARY,NAT_CURR_MOT_VEH_THEFT,NAT_PAST_ROBBERY,NAT_PAST_BURGLARY,NAT_PAST_MOT_VEH_THEFT,FRONTAGE_ROAD,NUM_PARKING_SPACES,SIGNAGE_VISIBILITY_IND,AUTOZONE_IND,TARGET_IND,WALMART_IND,PAYLESS_IND,COMP_PRESENCE_IND,STRIP_SHOP_CENTER_IND,SINGLE_TENANT_IND,PAD_IN_SHOP_CENTER_IND,MARKETING_EXP_2013,MARKETING_EXP_2012,TOT_NUM_LEADS,NUM_CONVERTED_TO_AGREEMENT,PERC_CONVERTED_TO_AGREEMENT,URBANICITY,CYA01V001,CYB02V001,CYA12V001,CYA12V002,CYA12V003,CYA12V007,CYA12V008,CYA21V001,CYB07VBASE,XCX03V069,PERC_CYEA07V001,PERC_CYEA07V004,PERC_CYEA07V007,PERC_CYEA07V010,PERC_CYB11V006,PERC_CYB11V007,PERC_CYC13VV01
2603,887566,36081,4200,TROY,AL,South,East South Central,2,1,2,8,1,4,43000,11.285,44,42,32,49,59,34,Yes,Between 1 and 10,Yes No,0,0,0,0,0,0,0,0,598.26,818.09,8653,323,0.119985141,Rural,20960,8115,8528,6787,5882,861,1520,229.36,8115,54.4,0.549570611,0.395944657,0.004961832,0.027862595,0.017744917,0.009365373,0.966078244
2604,897501,10034,3000,NEW YORK,NY,Northeast,Middle Atlantic,1,2,3,7,2,4,46000,12.1725,522,160,407,553,102,457,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,-58.04,991.86,14881,381,0.048215642,Superurban,741997,263151,292590,206235,137940,31039,61510,13.25,263151,137.16,0.296832737,0.277382523,0.014456932,0.033589085,0.036803964,0.035413128,0.025672611
2605,831253,48640,6680,MIDLAND,MI,Midwest,East North Central,6,3,9,5,2,4,43500,11.2475,46,65,42,60,67,48,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1366.55,566.76,13987,394,0.040261598,Emerging suburban,45312,18840,11136,19181,18438,2201,4307,61.82,18840,44.22,0.929753708,0.01814089,0.003707627,0.026350636,0.017940552,0.005997877,0.744548905
2609,640266,66106,6996,KANSAS CITY,KS,Midwest,West North Central,2,2,5,16,2,3,41000,10.81,95,171,66,89,115,59,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,888.46,672.01,7833,267,0.061662818,Suburban,201441,82843,57310,69075,59617,8707,24135,83.21,82843,61.55,0.697251304,0.127555959,0.006820856,0.028410304,0.025192231,0.017961687,0.123544859
2613,797531,59405,4320,GREAT FALLS,MT,West,Mountain,5,2,5,11,0,4,47000,11.145,65,137,141,89,141,126,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,954.64,784.99,10959,449,0.068102533,Emerging suburban,66427,27961,14814,27997,25849,3716,7177,106.36,27961,52.74,0.879010041,0.014030439,0.048850618,0.009484095,0.017166768,0.008583384,0.353410511
2615,746608,78572,4409,MISSION,TX,South,West South Central,3,2,5,4,2,4,44000,11.2175,151,428,145,142,396,137,No,Greater than 10,Yes,0,0,0,1,0,1,0,0,500,728.35,12227,420,0.040497541,Suburban,148162,43017,31999,62885,55008,6054,7481,75.17,43017,72.97,0.89700463,0.005210513,0.003057464,0.011426682,0.065044052,0.057651626,0.09754188
2621,639880,4412,4190,BREWER,ME,Northeast,New England,1,1,2,4,0,4,60000,11.4825,42,79,60,66,127,101,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,384.77,192.08,11857,432,0.056016598,Emerging suburban,44879,20043,12948,16909,15578,2448,6250,77.03,20043,56.52,0.944071838,0.012210611,0.010272065,0.01365895,0.009778975,0.003941526,0.599255777
2622,662070,36535,4200,FOLEY,AL,South,East South Central,4,3,6,9,2,4,49000,10.7975,70,697,74,60,298,49,No,Greater than 10,Yes,0,0,1,1,0,0,0,1,750.65,541.48,9648,301,0.133599645,Emerging suburban,29282,11775,6292,12192,10984,1814,3486,106.11,11775,36.54,0.81828427,0.099651663,0.006659381,0.007478997,0.024798302,0.014522293,0.802370057
2623,664269,27545,5200,KNIGHTDALE,NC,South,South Atlantic,3,2,6,6,2,4,43000,10.73,75,208,95,79,216,92,Yes,Greater than 10,Unable to determine,0,0,1,0,0,0,0,0,598.17,610.74,11272,375,0.050861251,Emerging suburban,118498,42553,27100,49192,44003,4784,9256,116.57,42553,66.61,0.461324242,0.378968421,0.007071849,0.033561748,0.030832139,0.021855098,0.209370622
2624,523126,97914,4000,ONTARIO,OR,West,Pacific,5,1,7,4,3,2,38000,10.25,98,448,97,161,475,151,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,398,839.79,7614,306,0.05105957,Emerging suburban,30569,11300,5776,12490,11442,1852,3208,131.09,11300,66.09,0.796166051,0.004514377,0.012332755,0.015767608,0.03920354,0.028141593,0.657921424
2626,777288,77327,4160,CLEVELAND,TX,South,West South Central,0,2,4,6,1,3,47000,11.62,34,48,29,46,65,40,Yes,Greater than 10,Unable to determine,0,0,0,1,0,1,0,0,611.73,872.78,10105,366,0.04013598,Emerging suburban,15953,5266,3096,6809,5767,653,1701,97.74,5266,46.66,0.723751019,0.127875635,0.006957939,0.008838463,0.040638056,0.034561337,1.170626215
2627,632905,28459,4200,SHALLOTTE,NC,South,South Atlantic,3,5,9,9,2,4,40000,10.9875,34,86,40,41,91,45,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,629,741.24,11388,404,0.087012707,Emerging suburban,16917,7064,2983,8166,7660,1205,1817,133.24,7064,33.02,0.841815925,0.101140864,0.008334811,0.00526098,0.016704417,0.008776897,1.482887037
2628,705258,19977,5480,SMYRNA,DE,South,South Atlantic,3,1,5,8,2,4,45000,11.58,64,120,136,50,85,82,Yes,Greater than 10,Yes,1,0,0,0,0,1,0,0,527.34,837.44,7361,386,0.102170461,Emerging suburban,36143,11868,9555,13803,12253,1595,3874,113.79,11868,49.63,0.680491382,0.253161055,0.007664001,0.014359627,0.029828109,0.019042804,0.657997399
2629,814714,99669,4774,SOLDOTNA,AK,West,Pacific,6,5,7,13,3,5,46000,12.87,42,52,35,47,55,29,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,987.08,848.97,10350,401,0.043563281,Emerging suburban,13488,5003,2444,6364,5929,618,1283,253.74,5003,59.82,0.873517201,0.002446619,0.047078885,0.011639976,0.024785129,0.015590646,2.181346382
2632,1048522,10037,3780,NEW YORK,NY,Northeast,Middle Atlantic,3,3,3,13,0,5,56000,13.564,743,183,384,748,148,433,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,657.67,1548.94,16994,443,0.039465479,Superurban,778899,283901,341211,193352,127416,36227,58417,13.2,283901,144.37,0.253837789,0.376028214,0.013738623,0.031260793,0.034061169,0.03307491,0.026003371
2633,754550,21601,4000,EASTON,MD,South,South Atlantic,4,4,6,8,1,4,43000,10.9025,57,79,57,102,103,100,No,Greater than 10,Unable to determine,0,0,0,0,0,1,0,0,882.5,794.74,9258,477,0.092441861,Emerging suburban,21945,9365,4088,10864,9477,1553,1667,76.44,9365,44.52,0.7679198,0.149464571,0.00177717,0.017953976,0.017084891,0.008969568,1.706721349
2634,885055,93436,6147,LOMPOC,CA,West,Pacific,2,6,9,7,5,5,0,12.38,148,147,342,183,150,606,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,272.02,1961.28,14482,553,0.067348679,Emerging suburban,51985,16733,13022,21493,18199,2048,4577,42.55,16733,94.69,0.639530634,0.053284601,0.017408868,0.03954987,0.042789697,0.038307536,0.452649803
2635,1038324,90262,3920,LYNWOOD,CA,West,Pacific,2,3,5,4,1,4,0,14.165,448,111,740,438,99,947,Yes,Between 1 and 10,Yes,0,0,0,1,0,1,0,0,820.55,1129.84,15061,524,0.087406172,Superurban,186371,41694,66085,58138,44966,4822,7650,11.55,41694,136.79,0.417924463,0.089343299,0.008209432,0.005108091,0.103084377,0.156305464,0.063920889
2636,776026,30274,3500,RIVERDALE,GA,South,South Atlantic,1,1,3,4,1,4,50000,14.875,430,743,389,518,754,656,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,973.11,810.93,11718,464,0.119310877,Suburban,163164,58449,57723,43051,32988,6377,16877,85.06,58449,81.29,0.148102523,0.726931186,0.00337697,0.035951558,0.039812486,0.032489863,0.116042755
2639,890683,48911,4475,LANSING,MI,Midwest,East North Central,1,1,2,4,0,4,47000,12.01,157,162,114,189,226,135,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,284.93,367.47,9414,435,0.106435038,Suburban,155327,61072,61333,49497,45631,4573,13159,93.73,61072,61.07,0.691006715,0.165759977,0.006122567,0.059493842,0.01786416,0.012247839,0.150527597
2640,762553,89406,3390,FALLON,NV,West,Mountain,3,1,6,6,1,3,46000,12.55333333,24,93,48,45,128,96,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1268.39,971.46,9270,334,0.050105011,Emerging suburban,19705,7735,3482,9472,8846,902,1886,2649.68,7735,60.62,0.828469932,0.015579802,0.030753616,0.028317686,0.023658694,0.014738203,1.348134991
2641,702215,59601,4784,HELENA,MT,West,Mountain,2,3,3,14,1,3,47000,11.46333333,55,89,55,58,79,52,Yes,Greater than 10,Yes,0,0,0,0,0,0,1,0,1145.57,1154.28,12314,503,0.060217886,Emerging suburban,46783,19919,11376,18686,17464,2190,5934,128.1,19919,53.64,0.936280273,0.003954428,0.021845542,0.006284334,0.015211607,0.007128872,0.621379561
2642,733541,36545,8100,JACKSON,AL,South,East South Central,2,1,6,2,3,4,40000,12.285,40,45,22,35,45,18,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,752.51,362.85,7099,411,0.069743764,Rural,9853,3909,2753,3798,3321,555,782,258.76,3909,55.25,0.592611387,0.387191718,0.006495484,0.002334314,0.020977232,0.011767716,2.2905714
2643,823816,29488,7000,WALTERBORO,SC,South,South Atlantic,4,1,5,5,4,4,44000,12.0125,124,638,176,152,841,230,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,693.74,850.78,12547,456,0.145826671,Emerging suburban,16361,6282,3806,5967,4810,1371,1812,110.92,6282,51.34,0.543854288,0.414338977,0.004767435,0.006050975,0.023559376,0.017191977,1.088869874
2644,961555,27604,4280,RALEIGH,NC,South,South Atlantic,0,4,4,10,1,4,48000,11.275,506,526,452,528,547,425,Yes,Greater than 10,No,0,0,0,0,1,1,0,0,364.92,439.61,12679,420,0.065328978,Suburban,167593,66947,46643,61967,54227,7729,15976,69.13,66947,61.89,0.526853747,0.329685607,0.005704296,0.034094503,0.021823233,0.015564551,0.181194919
2645,876639,29006,6000,BATESBURG,SC,South,South Atlantic,0,0,2,4,0,4,60000,11.6875,104,493,57,145,532,74,Unable to determine,Greater than 10,Unable to determine,0,0,0,0,0,1,0,0,1217.54,948.35,11684,583,0.156300268,Emerging suburban,12392,4794,2939,5019,4712,786,1172,105.07,4794,47.89,0.651710781,0.299628793,0.003389283,0.004196256,0.024196913,0.016270338,1.576500968
2646,626788,40601,6800,FRANKFORT,KY,South,East South Central,0,1,3,5,0,4,44000,11.255,89,193,109,121,305,128,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,464.77,563.76,11042,332,0.041308946,Emerging suburban,36879,15971,9014,14272,12861,1724,5321,84.94,15971,39.96,0.810081618,0.129748637,0.002413298,0.016459232,0.014150648,0.006136122,0.745600477
2647,843555,76901,5000,SAN ANGELO,TX,South,West South Central,1,5,5,8,2,3,47000,14.23666667,172,371,132,159,394,140,No,Between 1 and 10,No,0,0,0,0,0,1,0,0,771.8,560.89,9158,333,0.070941628,Emerging suburban,79838,31751,20131,32431,28259,3814,7540,109.31,31751,48.06,0.798091135,0.047608908,0.008116436,0.011059896,0.022770936,0.014298762,0.269996743
2648,1053546,92220,5222,BANNING,CA,West,Pacific,1,4,5,6,1,6,0,13.55666667,74,69,82,65,73,72,Yes,Between 1 and 10,No,0,0,0,1,0,0,0,0,547.58,1190.92,11188,455,0.071193866,Emerging suburban,80469,27439,15917,35324,31839,4916,7251,190.28,27439,82.7,0.660875617,0.059700009,0.023052356,0.059613019,0.046357375,0.038303145,0.268476059
2653,595826,43812,4320,COSHOCTON,OH,Midwest,East North Central,3,2,5,7,3,3,50507.6,11.80666667,58,81,50,64,99,54,Yes,Greater than 10,Yes,0,0,0,0,1,0,0,1,751.36,1211.48,13039,341,0.049556751,Emerging suburban,16954,7201,3361,7268,6910,1615,1574,96.99,7201,32.86,0.960776218,0.016751209,0.001474578,0.004187802,0.019441744,0.011942786,1.216527073
2654,595282,36420,5310,ANDALUSIA,AL,South,East South Central,6,2,3,10,3,4,42000,10.5625,61,72,48,50,66,37,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,617.7,923.11,7423,375,0.172018349,Emerging suburban,12898,5180,2846,5091,4642,925,1576,184.41,5180,37.62,0.769344084,0.197007288,0.005427198,0.007055357,0.018725869,0.012162162,1.554116917
2655,776109,33936,4000,LEHIGH ACRES,FL,South,South Atlantic,5,4,5,9,3,4,43000,10.695,154,231,58,138,265,67,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1534.83,506.84,18165,543,0.058557101,Emerging suburban,79428,26480,18000,30672,25583,3288,7877,82.78,26480,56.61,0.666968827,0.198695674,0.004116936,0.012929949,0.045581571,0.032477341,0.244699602
2657,1041040,52404,4313,CEDAR RAPIDS,IA,Midwest,West North Central,3,2,7,11,1,4,50000,11.9625,75,252,130,74,265,139,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,450.95,445.06,15424,449,0.090433031,Emerging suburban,86956,37443,25242,32467,29812,3547,8760,95.82,37443,46.02,0.872958738,0.064193385,0.00331202,0.016928102,0.017706915,0.008706567,0.302003312
2660,1309738,14225,4500,CHEEKTOWAGA,NY,Northeast,Middle Atlantic,5,9,7,19,3,5,51000,11.558,292,322,159,334,388,156,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1173.3,755.37,13435,510,0.092558984,Urban,212707,93139,68569,69569,60664,14901,21472,60.17,93139,80.81,0.668652184,0.277973927,0.00375164,0.018758198,0.015804336,0.010146126,0.107697443
2661,610793,85901,5400,SHOW LOW,AZ,West,Mountain,5,4,7,14,3,3,40000,10.58333333,44,238,51,56,258,62,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,301.9,1666.33,11026,376,0.036758236,Emerging suburban,18710,7421,3662,8633,8056,880,1905,109.13,7421,53.1,0.879903795,0.004222341,0.034687333,0.00726884,0.032744913,0.018326371,1.141261358
2667,1418944,26651,4000,SUMMERSVILLE,WV,South,South Atlantic,3,3,3,11,2,5,57000,10.488,13,25,21,19,33,27,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,723.29,812.75,19151,708,0.129527991,Rural,15513,6510,2814,7787,7464,899,1297,304.51,6510,26.08,0.983820022,0.001676014,0.001611552,0.003094179,0.014439324,0.007219662,1.502030555
2673,982780,39466,4500,PICAYUNE,MS,South,East South Central,1,1,4,3,1,4,44000,11.5525,44,178,56,57,254,60,Yes,Between 1 and 10,Yes,0,0,1,1,0,0,0,0,1710.79,1546.07,8886,445,0.068419434,Emerging suburban,25936,10225,4009,12422,11140,1312,2810,152.25,10225,37.97,0.784199568,0.174467921,0.004164096,0.005089451,0.023080685,0.016625917,0.833513263
2674,477111,57401,3900,ABERDEEN,SD,Midwest,West North Central,2,12,7,10,1,2,45000,10.625,15,21,15,25,26,21,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,729.66,1336.15,7029,251,0.067691478,Emerging suburban,28528,12595,7830,10910,10049,1649,2650,142.36,12595,40.02,0.918781548,0.006695177,0.036770892,0.011918116,0.014529575,0.005954744,0.923408581
2676,762611,33445,4533,DELRAY BEACH,FL,South,South Atlantic,1,4,6,4,1,3,46000,12.09,303,237,192,295,176,221,Yes,Greater than 10,No,0,0,0,0,0,1,0,0,954.34,904.07,13263,474,0.07424812,Suburban,156115,70393,42412,61330,52791,14937,18451,47.44,70393,39.64,0.75690997,0.18297409,0.001799955,0.020094161,0.01483102,0.013396218,0.236966339
2678,1104493,44266,4000,RAVENNA,OH,Midwest,East North Central,2,4,4,11,0,5,48000,11.148,83,181,78,104,303,90,No,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,218.44,341.24,16422,603,0.090459046,Emerging suburban,64151,24911,25492,20397,19126,2825,6017,88.41,24911,44.77,0.887749217,0.061308475,0.00236941,0.020903805,0.016097306,0.00690458,0.344297049
2681,771235,15235,3400,PITTSBURGH,PA,Northeast,Middle Atlantic,2,3,4,8,2,4,47000,11.36,179,180,88,230,161,77,No,Greater than 10,No,0,0,0,1,0,0,0,0,854.36,428.31,11716,395,0.03852531,Suburban,111451,52143,33966,41367,37859,9009,9539,42.11,52143,94.7,0.622497779,0.323460534,0.002305946,0.020627899,0.012599966,0.005906833,0.259522122
2687,1127591,80917,4800,COLORADO SPRINGS,CO,West,Mountain,2,1,2,9,1,5,49000,11.248,109,165,121,102,137,94,Unable to determine,Unable to determine,Yes,0,0,0,0,0,1,0,0,536.18,1630.39,19575,551,0.068404718,Urban,151728,59324,33670,66273,59888,5473,15090,37.45,59324,73.4,0.801394601,0.056139935,0.009648845,0.027265897,0.023666644,0.012962713,0.177376621
2690,700301,24592,4000,S BOSTON,VA,South,South Atlantic,4,1,7,6,1,4,45000,11.6825,126,336,68,87,249,45,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,1105.03,674.26,10952,499,0.075446024,Emerging suburban,12692,5285,3247,4652,3969,933,1565,74.95,5285,52.38,0.542861645,0.425070911,0.002284904,0.005830444,0.018164617,0.007379376,1.767885282
2692,472147,32920,3735,CAPE CANAVERAL,FL,South,South Atlantic,4,5,4,6,4,2,38000,10.25,105,57,68,90,50,61,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1368.41,1972.44,5526,277,0.080781569,Emerging suburban,29054,15267,5611,13768,12156,2381,4598,35.91,15267,30.16,0.936187788,0.017174916,0.003510704,0.019033524,0.006026069,0.002554529,1.162421698
2693,924056,95240,7340,LODI,CA,West,Pacific,7,3,8,8,0,5,0,12.298,199,92,188,134,90,128,No,Greater than 10,No,0,0,0,0,0,0,0,0,1244.88,1035.71,14754,601,0.063430079,Emerging suburban,81103,27384,20291,31493,26679,4579,6445,67.29,27384,87.81,0.641776506,0.01697841,0.00882828,0.113497651,0.045281916,0.041630149,0.294526713
2700,900113,78516,4000,ALAMO,TX,South,West South Central,2,0,3,8,2,4,44000,11.84,141,404,151,134,345,127,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,422.55,588.1,13976,657,0.099651145,Suburban,128680,35064,28208,50069,42670,6050,7108,61,35064,69.92,0.880097917,0.003652471,0.002696612,0.00217594,0.081279945,0.084217431,0.083664905
2702,847722,10304,4000,STATEN ISLAND,NY,Northeast,Middle Atlantic,1,3,4,15,2,4,44000,11.5375,340,244,504,408,281,815,No,"0 (e.g., street parking, structure/lot more than 2 doors down, parking in back)",Yes,0,0,0,0,0,0,0,0,533.4,287.18,11185,340,0.152466368,Superurban,76108,27189,27180,25325,21847,2823,5293,5.56,27189,120.82,0.463998528,0.294541967,0.006884953,0.084642876,0.034830262,0.03240281,0.332737689
2708,465062,44212,4000,BRUNSWICK,OH,Midwest,East North Central,0,0,3,6,1,3,39000,11.09666667,28,30,28,29,33,30,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,1067.62,812.78,11339,436,0.081495327,Emerging suburban,72976,27839,14263,37089,35778,2553,5328,75.78,27839,45.9,0.949750603,0.012209494,0.001041438,0.019869546,0.022450519,0.008154029,0.461411971
2711,1391814,26241,5600,ELKINS,WV,South,South Atlantic,0,1,4,8,2,7,50000,11.41571429,30,60,27,36,63,30,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,316.24,304.88,17161,727,0.108897543,Emerging suburban,13333,5634,3388,5381,5037,1007,1318,70.82,5634,25.76,0.970149254,0.008700218,0.002100053,0.005850146,0.012424565,0.005679801,1.592139804
2716,522409,70433,4612,COVINGTON,LA,South,West South Central,5,2,8,11,4,3,40000,11.83666667,57,127,45,63,151,51,No,Greater than 10,Yes,0,0,0,0,0,0,0,0,334.9,417.56,9412,247,0.051501251,Emerging suburban,47172,18186,10994,19700,18266,2350,4480,117.03,18186,40.14,0.863987111,0.092957687,0.004388196,0.01163826,0.021115144,0.011107445,0.680785212
2717,695849,22560,6000,TAPPAHANNOCK,VA,South,South Atlantic,0,1,3,4,1,4,47000,11.8975,45,31,35,38,29,29,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,1306.24,768.01,10068,375,0.062772012,Rural,11684,4697,2716,4882,4339,1040,1052,194.68,4697,55.42,0.604073947,0.345600822,0.004792879,0.008301951,0.017883756,0.0114967,2.142245806
2719,790723,48192,4960,RIVERVIEW,MI,Midwest,East North Central,5,5,7,7,2,4,45000,11.7875,74,77,51,73,64,44,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,586.41,466.95,8785,490,0.080512652,Suburban,108066,45837,25651,44737,41861,7391,12218,39.18,45837,43.14,0.909990191,0.037699184,0.005311569,0.01763737,0.017584048,0.007526671,0.255741862
2720,1269642,92530,3984,LAKE ELSINORE,CA,West,Pacific,5,2,8,9,1,6,0,14.46166667,154,128,244,124,137,188,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,1553.12,1753.53,17566,590,0.063115105,Emerging suburban,102312,29953,25255,41661,37970,3039,8327,105.59,29953,100.34,0.674437016,0.041158417,0.009686058,0.047169443,0.062631456,0.057456682,0.233081164
2722,712934,19460,3781,PHOENIXVILLE,PA,Northeast,Middle Atlantic,3,3,5,6,1,3,46000,13.36333333,59,37,68,82,55,89,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,1203.01,1909.89,7141,270,0.043366528,Emerging suburban,65589,25779,14388,30603,28717,2675,5157,62.3,25779,79.45,0.879187059,0.046166278,0.00172285,0.041775298,0.018968928,0.008844408,0.651039046
2723,518223,18344,5200,MOUNT POCONO,PA,Northeast,Middle Atlantic,1,1,3,4,2,3,40000,12.23,180,389,169,138,325,101,Yes,Greater than 10,No,0,0,0,1,0,1,0,0,404.43,620.86,7756,281,0.04698211,Emerging suburban,27311,9638,6854,11489,10014,1125,2437,81.15,9638,99.07,0.64571052,0.219801545,0.005711984,0.02065102,0.038182196,0.020543681,0.873713888
2725,788042,93420,4700,ARROYO GRANDE,CA,West,Pacific,7,2,7,17,2,6,0,12.32333333,120,347,315,98,252,223,No,Greater than 10,No,0,0,0,0,0,0,0,0,924.87,907.2,13255,391,0.056922405,Emerging suburban,52645,21170,10389,24961,22889,3183,5525,103.52,21170,71.09,0.81878621,0.008699782,0.010447336,0.032975591,0.020500709,0.015729806,0.630905119
2726,975010,93662,6000,SELMA,CA,West,Pacific,4,1,2,6,1,5,0,12.236,179,141,209,226,180,250,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,951.75,1712.46,13211,437,0.065233617,Emerging suburban,44146,12912,10777,17223,15461,2057,3074,88.36,12912,110.67,0.574819916,0.011461967,0.0198659,0.058080007,0.073420074,0.067379182,0.410184388
2733,666413,30643,4800,HARTWELL,GA,South,South Atlantic,10,2,8,16,2,3,40000,10.13666667,45,37,37,39,34,30,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,5371.86,3400.98,9122,392,0.137737175,Emerging suburban,11039,4426,2280,4606,4067,909,1301,57.47,4426,40.07,0.696530483,0.266781411,0.001449407,0.007881149,0.021464076,0.009941256,1.749162062
2736,1135192,34769,3810,ST CLOUD,FL,South,South Atlantic,1,1,4,5,1,6,55000,11.495,221,497,231,143,368,115,No,Greater than 10,Yes,0,0,0,0,0,1,0,0,1431.62,1009.29,15507,873,0.377105832,Emerging suburban,79398,26455,18156,33653,29374,4218,7307,51.22,26455,54.32,0.774087509,0.086135671,0.004937152,0.019861961,0.03972784,0.024570025,0.246719061
2737,955724,45750,4000,MARIETTA,OH,Midwest,East North Central,1,1,3,3,1,4,46000,12.0775,64,163,58,74,152,61,No,Between 1 and 10,Yes,0,0,0,0,0,0,0,1,568.44,296.17,12247,458,0.056943926,Emerging suburban,30801,12874,6929,13532,12921,1942,3399,96.09,12874,33.33,0.962631083,0.008701016,0.002727184,0.00977241,0.013049557,0.005204288,0.808220512
2742,485246,81212,4427,CANON CITY,CO,West,Mountain,3,4,3,7,4,3,39000,10.55666667,29,95,33,47,101,48,Yes,Greater than 10,Yes,1,0,0,0,0,0,0,0,926.93,762.27,11828,374,0.047383758,Emerging suburban,27156,9923,7217,11814,9926,1508,2629,108.17,9923,47.41,0.908712623,0.030159081,0.015834438,0.005891884,0.017232692,0.007961302,0.842318456
2743,678585,39194,5100,YAZOO CITY,MS,South,East South Central,2,3,5,6,1,4,40000,9.9025,377,602,319,364,694,353,Yes,Greater than 10,Yes,0,0,0,1,0,0,0,0,937.98,794.44,7998,298,0.042132052,Emerging suburban,17920,5020,6814,4480,2888,914,1899,119.95,5020,64.23,0.272991071,0.688560268,0.004073661,0.005636161,0.03685259,0.037450199,0.672600446
2745,617063,77511,4800,ALVIN,TX,South,West South Central,5,2,4,11,2,3,41000,11.05666667,76,98,79,73,124,81,Yes,Greater than 10,Yes,0,0,0,0,0,1,0,0,377.92,374.98,8863,314,0.073364486,Emerging suburban,43192,15035,8420,19371,17311,2065,3745,144.19,15035,51.31,0.806306724,0.028014447,0.005695499,0.014331358,0.036315264,0.025872963,0.61967494
2746,829268,74701,4200,DURANT,OK,South,West South Central,0,2,4,3,1,4,45000,12.0975,39,102,41,47,131,48,Yes,Greater than 10,No,0,0,0,0,0,0,0,0,822.15,705.02,12342,367,0.038353015,Emerging suburban,23511,9079,5861,8788,7714,1499,2679,117.51,9079,33.36,0.74743737,0.016800647,0.138020501,0.007400791,0.018504241,0.012005728,0.808047297
2748,803604,88240,5000,HOBBS,NM,West,Mountain,1,4,4,10,2,4,49000,12.1825,69,179,65,82,174,87,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,612.94,868.27,8839,257,0.069836957,Emerging suburban,40311,13984,9261,15320,13050,1934,3380,267.05,13984,93.5,0.749770534,0.055270274,0.010890328,0.006201781,0.039187643,0.028318078,0.513681129
2749,889934,71923,4500,ARKADELPHIA,AR,South,West South Central,2,0,4,4,0,4,44000,12.1325,32,42,28,54,92,41,Yes,Between 1 and 10,Yes,0,0,0,0,0,1,0,0,147.04,317.72,8473,403,0.072338898,Emerging suburban,14168,5132,6310,4168,3921,820,835,181.43,5132,48.75,0.698969509,0.260446076,0.004799548,0.007128741,0.01208106,0.006235386,1.397797854
2750,737781,30253,3500,MCDONOUGH,GA,South,South Atlantic,3,0,5,4,2,4,48000,12.05,186,890,306,423,1426,1106,Yes,Greater than 10,Yes,0,0,1,0,0,0,0,0,1341.51,1004.73,11525,376,0.072335514,Emerging suburban,85153,28926,20232,32970,29476,3241,8935,102.12,28926,69.25,0.476894531,0.432128052,0.002747995,0.036581213,0.033257277,0.022540275,0.325942715
2755,730875,36784,5350,THOMASVILLE,AL,South,East South Central,2,2,6,4,3,4,44000,11.7275,32,24,21,25,22,17,Yes,Greater than 10,Yes,0,0,0,0,0,0,0,0,1614.62,490.3,9984,406,0.099461049,Rural,10319,4068,3190,3446,2960,808,842,328.49,4068,56.75,0.513324935,0.471266596,0.002422715,0.003973253,0.022861357,0.010570305,1.846787479
